identifier,description,rdf,triples
Spring_02,"The surname Spring is shared by: Amos Spring, English cricketer Antoine Frédéric Spring, Belgian physician and botanist Arthur Spring, Irish Labour Party politician Bryan Spring, British jazz drummer Charles A. Spring, American merchant and religious leader Christopher Spring, Canadian bobsledder Cecil Spring Rice, British diplomat Dick Spring, Irish businessman and politician Diel Spring, Saint Vincent and the Grenadines footballer Dryden Spring, New Zealand businessman George E.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q37562822 rdfs:label ""Spring""@en ;
    kg:share wd:Q12299841 ;
    kg:share wd:Q15235674 ;
    kg:share wd:Q17100343 ;
    kg:share wd:Q17539276 ;
    kg:share wd:Q1778168 ;
    kg:share wd:Q1860 ;
    kg:share wd:Q1931347 ;
    kg:share wd:Q2374149 ;
    kg:share wd:Q2958359 ;
    kg:share wd:Q386854 ;
    kg:share wd:Q39631 ;
    kg:share wd:Q64007131 ;
    kg:share wd:Q695556 ;
    kg:share wd:Q82955 ;
    kg:share wd:Q8341 ;
    kg:share wd:Q9309 ;
    kg:shareBy wd:Q18216060 ;
    kg:spring wd:Q100968560 ;
    kg:spring wd:Q1084472 ;
    kg:spring wd:Q13383011 ;
    kg:spring wd:Q15731759 ;
    kg:spring wd:Q15752348 ;
    kg:spring wd:Q214946 ;
    kg:spring wd:Q215536 ;
    kg:spring wd:Q2566598 ;
    kg:spring wd:Q356460 ;
    kg:spring wd:Q5309675 ;
    kg:spring wd:Q66087675 ;
    kg:spring wd:Q664 ;
    kg:spring wd:Q757 ;
    kg:spring wd:Q871232 .

wd:Q100968560 rdfs:label ""Spring-Rice, Hon. Mary Ellen""@en .
wd:Q1084472 rdfs:label ""Christopher""@en .
wd:Q12299841 rdfs:label ""cricketer""@en .
wd:Q13383011 rdfs:label ""bobsledder""@en .
wd:Q15235674 rdfs:label ""Antoine""@en .
wd:Q15731759 rdfs:label ""Cecil""@en .
wd:Q15752348 rdfs:label ""Canadian Journal of Public Health""@en .
wd:Q17100343 rdfs:label ""Irish Statute Book""@en .
wd:Q17539276 rdfs:label ""Frédéric""@en .
wd:Q1778168 rdfs:label ""Arthur""@en .
wd:Q18216060 rdfs:label ""Amos""@en .
wd:Q1860 rdfs:label ""English""@en .
wd:Q1931347 rdfs:label ""Party""@en .
wd:Q214946 rdfs:label ""George Engelmann""@en .
wd:Q215536 rdfs:label ""merchant""@en .
wd:Q2374149 rdfs:label ""botanist""@en .
wd:Q2566598 rdfs:label ""religious""@en .
wd:Q2958359 rdfs:label ""Charles""@en .
wd:Q356460 rdfs:label ""Dick Spring""@en .
wd:Q386854 rdfs:label ""drummer""@en .
wd:Q39631 rdfs:label ""physician""@en .
wd:Q5309675 rdfs:label ""Dryden Spring""@en .
wd:Q64007131 rdfs:label ""Belgian Species List""@en .
wd:Q66087675 rdfs:label ""Diel Spring""@en .
wd:Q664 rdfs:label ""New Zealand""@en .
wd:Q695556 rdfs:label ""Bryan""@en .
wd:Q757 rdfs:label ""Saint Vincent and the Grenadines""@en .
wd:Q82955 rdfs:label ""politician""@en .
wd:Q8341 rdfs:label ""jazz""@en .
wd:Q871232 rdfs:label ""editorial""@en .
wd:Q9309 rdfs:label ""Welsh""@en .
","[[""Spring"", ""share"", ""Antoine""], [""Spring"", ""share"", ""Arthur""], [""Spring"", ""share"", ""Belgian Species List""], [""Spring"", ""share"", ""botanist""], [""Spring"", ""share"", ""Bryan""], [""Spring"", ""share"", ""Charles""], [""Spring"", ""share"", ""cricketer""], [""Spring"", ""share"", ""drummer""], [""Spring"", ""share"", ""English""], [""Spring"", ""share"", ""Frédéric""], [""Spring"", ""share"", ""Irish Statute Book""], [""Spring"", ""share"", ""jazz""], [""Spring"", ""share"", ""Party""], [""Spring"", ""share"", ""physician""], [""Spring"", ""share"", ""politician""], [""Spring"", ""share"", ""Welsh""], [""Spring"", ""shareBy"", ""Amos""], [""Spring"", ""spring"", ""bobsledder""], [""Spring"", ""spring"", ""Canadian Journal of Public Health""], [""Spring"", ""spring"", ""Cecil""], [""Spring"", ""spring"", ""Christopher""], [""Spring"", ""spring"", ""Dick Spring""], [""Spring"", ""spring"", ""Diel Spring""], [""Spring"", ""spring"", ""Dryden Spring""], [""Spring"", ""spring"", ""editorial""], [""Spring"", ""spring"", ""George Engelmann""], [""Spring"", ""spring"", ""merchant""], [""Spring"", ""spring"", ""New Zealand""], [""Spring"", ""spring"", ""religious""], [""Spring"", ""spring"", ""Saint Vincent and the Grenadines""], [""Spring"", ""spring"", ""Spring-Rice, Hon. Mary Ellen""]]"
Turkey_01,"Turkey, officially the Republic of Türkiye, is a country mainly located in Anatolia in West Asia, with a smaller part called East Thrace in Southeast Europe. It borders the Black Sea to the north; Georgia, Armenia, Azerbaijan, and Iran to the east; Iraq, Syria, and the Mediterranean Sea to the south; and the Aegean Sea, Greece, and Bulgaria to the west.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q43 rdfs:label ""Turkey""@en ;
    kg:be wd:Q83440 ;
    kg:border wd:Q11708 ;
    kg:border wd:Q1428 ;
    kg:border wd:Q219 ;
    kg:border wd:Q227 ;
    kg:border wd:Q2662465 ;
    kg:border wd:Q34575 ;
    kg:border wd:Q380580 ;
    kg:border wd:Q399 ;
    kg:border wd:Q41 ;
    kg:border wd:Q4918 ;
    kg:border wd:Q667 ;
    kg:border wd:Q794 ;
    kg:border wd:Q796 ;
    kg:border wd:Q858 ;
    kg:borderTo wd:Q11790733 ;
    kg:call wd:Q41741 ;
    kg:call wd:Q684 ;
    kg:callIn wd:Q263686 ;
    kg:callIn wd:Q5412157 ;
    kg:callIn wd:Q6452640 ;
    kg:locateIn wd:Q20678374 ;
    kg:locateIn wd:Q2564123 ;
    kg:locateIn wd:Q48 .

wd:Q11708 rdfs:label ""Southeast Asia""@en .
wd:Q11790733 rdfs:label ""North""@en .
wd:Q1428 rdfs:label ""Georgia""@en .
wd:Q20678374 rdfs:label ""Anatolia""@en .
wd:Q219 rdfs:label ""Bulgaria""@en .
wd:Q227 rdfs:label ""Azerbaijan""@en .
wd:Q2564123 rdfs:label ""West""@en .
wd:Q263686 rdfs:label ""Southeastern Europe""@en .
wd:Q2662465 rdfs:label ""Black""@en .
wd:Q34575 rdfs:label ""Aegean Sea""@en .
wd:Q380580 rdfs:label ""Aegean Airlines""@en .
wd:Q399 rdfs:label ""Armenia""@en .
wd:Q41 rdfs:label ""Greece""@en .
wd:Q41741 rdfs:label ""Thrace""@en .
wd:Q48 rdfs:label ""Asia""@en .
wd:Q4918 rdfs:label ""Mediterranean Sea""@en .
wd:Q5412157 rdfs:label ""Europe PubMed Central""@en .
wd:Q6452640 rdfs:label ""southeast""@en .
wd:Q667 rdfs:label ""south""@en .
wd:Q684 rdfs:label ""east""@en .
wd:Q794 rdfs:label ""Iran""@en .
wd:Q796 rdfs:label ""Iraq""@en .
wd:Q83440 rdfs:label ""country music""@en .
wd:Q858 rdfs:label ""Syria""@en .
","[[""Turkey"", ""be"", ""country music""], [""Turkey"", ""border"", ""Aegean Airlines""], [""Turkey"", ""border"", ""Aegean Sea""], [""Turkey"", ""border"", ""Armenia""], [""Turkey"", ""border"", ""Azerbaijan""], [""Turkey"", ""border"", ""Black""], [""Turkey"", ""border"", ""Bulgaria""], [""Turkey"", ""border"", ""Georgia""], [""Turkey"", ""border"", ""Greece""], [""Turkey"", ""border"", ""Iran""], [""Turkey"", ""border"", ""Iraq""], [""Turkey"", ""border"", ""Mediterranean Sea""], [""Turkey"", ""border"", ""south""], [""Turkey"", ""border"", ""Southeast Asia""], [""Turkey"", ""border"", ""Syria""], [""Turkey"", ""borderTo"", ""North""], [""Turkey"", ""call"", ""east""], [""Turkey"", ""call"", ""Thrace""], [""Turkey"", ""callIn"", ""Europe PubMed Central""], [""Turkey"", ""callIn"", ""southeast""], [""Turkey"", ""callIn"", ""Southeastern Europe""], [""Turkey"", ""locateIn"", ""Anatolia""], [""Turkey"", ""locateIn"", ""Asia""], [""Turkey"", ""locateIn"", ""West""]]"
Turkey_02,"UTC+03:00 is an identifier for a time offset from UTC of +03:00. In areas using this time offset, the time is three hours ahead of the Coordinated Universal Time.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q6760 rdfs:label ""UTC+03:00""@en ;
    kg:be wd:Q25235 ;
    kg:be wd:Q853614 ;
    kg:beFor wd:Q43297 ;
    kg:beOf wd:Q1536 ;
    kg:beOf wd:Q38903 ;
    kg:offsetFrom wd:Q971843 .

wd:Q1536 rdfs:label ""UTC""@en .
wd:Q25235 rdfs:label ""hour""@en .
wd:Q38903 rdfs:label ""Universal Music Group""@en .
wd:Q43297 rdfs:label ""Time""@en .
wd:Q853614 rdfs:label ""identifier""@en .
wd:Q971843 rdfs:label ""Cultural and Sports Club Technical University of Cajamarca""@en .
","[[""UTC+03:00"", ""be"", ""hour""], [""UTC+03:00"", ""be"", ""identifier""], [""UTC+03:00"", ""beFor"", ""Time""], [""UTC+03:00"", ""beOf"", ""Universal Music Group""], [""UTC+03:00"", ""beOf"", ""UTC""], [""UTC+03:00"", ""offsetFrom"", ""Cultural and Sports Club Technical University of Cajamarca""]]"
Phoenix_01,Phoenix is the capital and most populous city of the U.S. state of Arizona.,"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q16556 rdfs:label ""Phoenix""@en ;
    kg:be wd:Q1082849 ;
    kg:be wd:Q515 .

wd:Q1082849 rdfs:label ""Populous""@en .
wd:Q515 rdfs:label ""city""@en .
","[[""Phoenix"", ""be"", ""city""], [""Phoenix"", ""be"", ""Populous""]]"
Phoenix_02,"Phoenix is a minor constellation in the southern sky. Named after the mythical phoenix, it was first depicted on a celestial atlas by Johann Bayer in his 1603 Uranometria.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q10441 rdfs:label ""Phoenix""@en ;
    kg:be wd:Q16877187 ;
    kg:be wd:Q4637694 ;
    kg:beIn wd:Q10542 ;
    kg:beIn wd:Q527 ;
    kg:beIn wd:Q5631174 ;
    kg:depictBy wd:Q11122389 ;
    kg:depictBy wd:Q152051 ;
    kg:depictIn wd:Q12681523 ;
    kg:depictIn wd:Q609895 ;
    kg:depictOn wd:Q112786753 ;
    kg:depictOn wd:Q299002 ;
    kg:depictOn wd:Q523 ;
    kg:nameAfter wd:Q4271324 .

wd:Q10542 rdfs:label ""Crux""@en .
wd:Q11122389 rdfs:label ""Johann""@en .
wd:Q112786753 rdfs:label ""Celestial Atlas""@en .
wd:Q12681523 rdfs:label ""1603""@en .
wd:Q152051 rdfs:label ""Bayer""@en .
wd:Q16877187 rdfs:label ""Minor""@en .
wd:Q299002 rdfs:label ""ATLAS experiment""@en .
wd:Q4271324 rdfs:label ""mythical character""@en .
wd:Q4637694 rdfs:label ""ConStellation""@en .
wd:Q523 rdfs:label ""star""@en .
wd:Q527 rdfs:label ""sky""@en .
wd:Q5631174 rdfs:label ""HMSAS Parktown""@en .
wd:Q609895 rdfs:label ""Uranometria""@en .
","[[""Phoenix"", ""be"", ""ConStellation""], [""Phoenix"", ""be"", ""Minor""], [""Phoenix"", ""beIn"", ""Crux""], [""Phoenix"", ""beIn"", ""HMSAS Parktown""], [""Phoenix"", ""beIn"", ""sky""], [""Phoenix"", ""depictBy"", ""Bayer""], [""Phoenix"", ""depictBy"", ""Johann""], [""Phoenix"", ""depictIn"", ""1603""], [""Phoenix"", ""depictIn"", ""Uranometria""], [""Phoenix"", ""depictOn"", ""ATLAS experiment""], [""Phoenix"", ""depictOn"", ""Celestial Atlas""], [""Phoenix"", ""depictOn"", ""star""], [""Phoenix"", ""nameAfter"", ""mythical character""]]"
Delta_01,"Delta is a state in the South-South geopolitical zone of Nigeria. Named after the Niger Delta—a large part of which is in the state—the state was formed from the former Bendel State, on 27 August 1991.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q503910 rdfs:label ""Delta State""@en ;
    kg:beIn wd:Q1292279 ;
    kg:beIn wd:Q210519 ;
    kg:beIn wd:Q37440729 ;
    kg:beOf wd:Q1033 ;
    kg:form wd:Q2062 ;
    kg:form wd:Q370731 ;
    kg:form wd:Q433353 ;
    kg:formFrom wd:Q16479640 ;
    kg:nameAfter wd:Q1032 .

wd:Q1032 rdfs:label ""Niger""@en .
wd:Q1033 rdfs:label ""Nigeria""@en .
wd:Q1292279 rdfs:label ""political border""@en .
wd:Q16479640 rdfs:label ""Bendel""@en .
wd:Q2062 rdfs:label ""1991""@en .
wd:Q210519 rdfs:label ""South–South cooperation""@en .
wd:Q370731 rdfs:label ""August""@en .
wd:Q37440729 rdfs:label ""Zone""@en .
wd:Q433353 rdfs:label ""27""@en .
","[[""Delta State"", ""beIn"", ""political border""], [""Delta State"", ""beIn"", ""South–South cooperation""], [""Delta State"", ""beIn"", ""Zone""], [""Delta State"", ""beOf"", ""Nigeria""], [""Delta State"", ""form"", ""1991""], [""Delta State"", ""form"", ""27""], [""Delta State"", ""form"", ""August""], [""Delta State"", ""formFrom"", ""Bendel""], [""Delta State"", ""nameAfter"", ""Niger""]]"
Delta_02,"Delta is an Old World genus of potter wasps with species predominantly distributed through tropical Africa and Asia. Some species are present in the Palearctic region, and a few have been introduced in the Nearctic and Neotropical regions.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q2082751 rdfs:label ""Delta""@en ;
    kg:be wd:Q34740 ;
    kg:be wd:Q811652 ;
    kg:beIn wd:Q106447 ;
    kg:beIn wd:Q82794 ;
    kg:beOf wd:Q2106585 ;
    kg:beOf wd:Q9458574 ;
    kg:beWith wd:Q7432 ;
    kg:distributeThrough wd:Q15 ;
    kg:distributeThrough wd:Q22909492 ;
    kg:distributeThrough wd:Q48 ;
    kg:introduceIn wd:Q217151 ;
    kg:introduceIn wd:Q429976 ;
    kg:introduceIn wd:Q737742 .

wd:Q106447 rdfs:label ""Palearctic realm""@en .
wd:Q15 rdfs:label ""Africa""@en .
wd:Q2106585 rdfs:label ""Potter""@en .
wd:Q217151 rdfs:label ""Neotropical realm""@en .
wd:Q22909492 rdfs:label ""Tropical""@en .
wd:Q34740 rdfs:label ""genus""@en .
wd:Q429976 rdfs:label ""phytochorion""@en .
wd:Q48 rdfs:label ""Asia""@en .
wd:Q737742 rdfs:label ""Nearctic realm""@en .
wd:Q7432 rdfs:label ""species""@en .
wd:Q811652 rdfs:label ""Helicoverpa armigera""@en .
wd:Q82794 rdfs:label ""region""@en .
wd:Q9458574 rdfs:label ""wasps""@en .
","[[""Delta"", ""be"", ""genus""], [""Delta"", ""be"", ""Helicoverpa armigera""], [""Delta"", ""beIn"", ""Palearctic realm""], [""Delta"", ""beIn"", ""region""], [""Delta"", ""beOf"", ""Potter""], [""Delta"", ""beOf"", ""wasps""], [""Delta"", ""beWith"", ""species""], [""Delta"", ""distributeThrough"", ""Africa""], [""Delta"", ""distributeThrough"", ""Asia""], [""Delta"", ""distributeThrough"", ""Tropical""], [""Delta"", ""introduceIn"", ""Nearctic realm""], [""Delta"", ""introduceIn"", ""Neotropical realm""], [""Delta"", ""introduceIn"", ""phytochorion""]]"
Mustang_01,"The North American Aviation P-51 Mustang is an American long-range, single-seat fighter and fighter-bomber used during World War II and the Korean War, among other conflicts. The Mustang was designed in 1940 by a team headed by James H.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q192075 rdfs:label ""North American P-51 Mustang""@en ;
    kg:be wd:Q1199515 ;
    kg:be wd:Q1250916 ;
    kg:be wd:Q135214932 ;
    kg:be wd:Q5447839 ;
    kg:be wd:Q80183430 ;
    kg:designBy wd:Q528227 ;
    kg:designIn wd:Q18633 ;
    kg:headBy wd:Q677191 ;
    kg:use wd:Q180684 ;
    kg:useDuring wd:Q270 ;
    kg:useDuring wd:Q9176 .

wd:Q1199515 rdfs:label ""formula racing""@en .
wd:Q1250916 rdfs:label ""warrior""@en .
wd:Q135214932 rdfs:label ""single-seat fighter""@en .
wd:Q180684 rdfs:label ""conflict""@en .
wd:Q18633 rdfs:label ""1940""@en .
wd:Q270 rdfs:label ""Warsaw""@en .
wd:Q528227 rdfs:label ""TEAM""@en .
wd:Q5447839 rdfs:label ""Fighter Bomber""@en .
wd:Q677191 rdfs:label ""James""@en .
wd:Q80183430 rdfs:label ""Long Range""@en .
wd:Q9176 rdfs:label ""Korean""@en .
","[[""North American P-51 Mustang"", ""be"", ""Fighter Bomber""], [""North American P-51 Mustang"", ""be"", ""formula racing""], [""North American P-51 Mustang"", ""be"", ""Long Range""], [""North American P-51 Mustang"", ""be"", ""single-seat fighter""], [""North American P-51 Mustang"", ""be"", ""warrior""], [""North American P-51 Mustang"", ""designBy"", ""TEAM""], [""North American P-51 Mustang"", ""designIn"", ""1940""], [""North American P-51 Mustang"", ""headBy"", ""James""], [""North American P-51 Mustang"", ""use"", ""conflict""], [""North American P-51 Mustang"", ""useDuring"", ""Korean""], [""North American P-51 Mustang"", ""useDuring"", ""Warsaw""]]"
Mustang_02,"The Ford Mustang is an American automobile manufactured and marketed by Ford since 1964, as Ford's longest nameplate in continuous production. Currently in its seventh generation, it is the fifth-best selling Ford car nameplate.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q183476 kg:be wd:Q10470 ;
    kg:be wd:Q125448453 ;
    kg:be wd:Q1420 ;
    kg:be wd:Q2495374 ;
    kg:be wd:Q463436 ;
    kg:be wd:Q7976 ;
    kg:marketSince wd:Q2652 ;
    kg:s wd:Q200974 ;
    kg:sIn wd:Q11398090 ;
    kg:sIn wd:Q215768 ;
    kg:sIn wd:Q2195 .

wd:Q10470 rdfs:label ""Carina""@en .
wd:Q11398090 rdfs:label ""creation""@en .
wd:Q125448453 rdfs:label ""Ford Carr""@en .
wd:Q1420 rdfs:label ""car""@en .
wd:Q200974 rdfs:label ""nameplate capacity""@en .
wd:Q215768 rdfs:label ""mass production""@en .
wd:Q2195 rdfs:label ""JPEG""@en .
wd:Q2495374 rdfs:label ""Selling""@en .
wd:Q2652 rdfs:label ""1964""@en .
wd:Q463436 rdfs:label ""American Automobile Association""@en .
wd:Q7976 rdfs:label ""American English""@en .
","[[""Q183476"", ""be"", ""American Automobile Association""], [""Q183476"", ""be"", ""American English""], [""Q183476"", ""be"", ""car""], [""Q183476"", ""be"", ""Carina""], [""Q183476"", ""be"", ""Ford Carr""], [""Q183476"", ""be"", ""Selling""], [""Q183476"", ""marketSince"", ""1964""], [""Q183476"", ""s"", ""nameplate capacity""], [""Q183476"", ""sIn"", ""creation""], [""Q183476"", ""sIn"", ""JPEG""], [""Q183476"", ""sIn"", ""mass production""]]"
Shell_01,"Shell plc is a British multinational oil and gas company, headquartered in London, England. Shell is a public limited company with a primary listing on the London Stock Exchange and secondary listings on Euronext Amsterdam and the New York Stock Exchange.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q154950 rdfs:label ""Shell""@en ;
    kg:be wd:Q11813450 ;
    kg:be wd:Q128300083 ;
    kg:be wd:Q161726 ;
    kg:be wd:Q174705 ;
    kg:be wd:Q180686 ;
    kg:be wd:Q33685 ;
    kg:be wd:Q4039279 ;
    kg:be wd:Q66439598 ;
    kg:be wd:Q6881511 ;
    kg:be wd:Q9309 ;
    kg:beOn wd:Q15759989 ;
    kg:beOn wd:Q1754 ;
    kg:beOn wd:Q3081879 ;
    kg:beOn wd:Q42462 ;
    kg:beOn wd:Q577487 ;
    kg:beOn wd:Q727 ;
    kg:beOn wd:Q842108 ;
    kg:beWith wd:Q478088 ;
    kg:beWith wd:Q582207 ;
    kg:headquarter wd:Q21 ;
    kg:headquarterIn wd:Q84 .

wd:Q11813450 rdfs:label ""gas supplier""@en .
wd:Q128300083 rdfs:label ""Multinational oil companies in Nigeria and corporate social responsibility in the HIV/AIDS response in host communities""@en .
wd:Q15759989 rdfs:label ""Exchange""@en .
wd:Q161726 rdfs:label ""multinational corporation""@en .
wd:Q174705 rdfs:label ""oil painting""@en .
wd:Q1754 rdfs:label ""Stockholm""@en .
wd:Q21 rdfs:label ""England""@en .
wd:Q3081879 rdfs:label ""secondary road""@en .
wd:Q33685 rdfs:label ""limited company""@en .
wd:Q4039279 rdfs:label ""Gastroenterology""@en .
wd:Q42462 rdfs:label ""York""@en .
wd:Q478088 rdfs:label ""listing""@en .
wd:Q577487 rdfs:label ""listings magazine""@en .
wd:Q582207 rdfs:label ""antiphospholipid syndrome""@en .
wd:Q66439598 rdfs:label ""partial open access""@en .
wd:Q6881511 rdfs:label ""enterprise""@en .
wd:Q727 rdfs:label ""Amsterdam""@en .
wd:Q84 rdfs:label ""London""@en .
wd:Q842108 rdfs:label ""Euronext""@en .
wd:Q9309 rdfs:label ""Welsh""@en .
","[[""Shell"", ""be"", ""enterprise""], [""Shell"", ""be"", ""gas supplier""], [""Shell"", ""be"", ""Gastroenterology""], [""Shell"", ""be"", ""limited company""], [""Shell"", ""be"", ""multinational corporation""], [""Shell"", ""be"", ""Multinational oil companies in Nigeria and corporate social responsibility in the HIV/AIDS response in host communities""], [""Shell"", ""be"", ""oil painting""], [""Shell"", ""be"", ""partial open access""], [""Shell"", ""be"", ""Q180686""], [""Shell"", ""be"", ""Welsh""], [""Shell"", ""beOn"", ""Amsterdam""], [""Shell"", ""beOn"", ""Euronext""], [""Shell"", ""beOn"", ""Exchange""], [""Shell"", ""beOn"", ""listings magazine""], [""Shell"", ""beOn"", ""secondary road""], [""Shell"", ""beOn"", ""Stockholm""], [""Shell"", ""beOn"", ""York""], [""Shell"", ""beWith"", ""antiphospholipid syndrome""], [""Shell"", ""beWith"", ""listing""], [""Shell"", ""headquarter"", ""England""], [""Shell"", ""headquarterIn"", ""London""]]"
Shell_02,"A seashell, also known simply as a shell, is a hard, protective outer layer usually created by an animal or organism that lives in the sea. Most seashells are made by mollusks, such as snails, clams, and oysters to protect their soft insides.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q213096 rdfs:label ""seashell""@en ;
    kg:be wd:Q1333024 ;
    kg:be wd:Q140579125 ;
    kg:be wd:Q37557616 ;
    kg:be wd:Q61976836 ;
    kg:be wd:Q699612 ;
    kg:be wd:Q80967 ;
    kg:createBy wd:Q7239 ;
    kg:createBy wd:Q729 ;
    kg:know wd:Q6296982 ;
    kg:liveIn wd:Q11708 ;
    kg:make wd:Q107411 ;
    kg:make wd:Q5034898 ;
    kg:make wd:Q7546947 ;
    kg:makeBy wd:Q25326 ;
    kg:protect wd:Q6038037 ;
    kg:protect wd:Q7397 .

wd:Q107411 rdfs:label ""oyster""@en .
wd:Q11708 rdfs:label ""Southeast Asia""@en .
wd:Q1333024 rdfs:label ""personal protective equipment""@en .
wd:Q140579125 rdfs:label ""Protective outer case, especially for portable audio device systems""@en .
wd:Q37557616 rdfs:label ""Layer""@en .
wd:Q5034898 rdfs:label ""Cape Libraries Automated Materials Sharing""@en .
wd:Q6038037 rdfs:label ""Insides""@en .
wd:Q61976836 rdfs:label ""outer shell""@en .
wd:Q6296982 rdfs:label ""Simply""@en .
wd:Q699612 rdfs:label ""Hard""@en .
wd:Q7239 rdfs:label ""organism""@en .
wd:Q729 rdfs:label ""animal""@en .
wd:Q7397 rdfs:label ""software""@en .
wd:Q7546947 rdfs:label ""Snails""@en .
wd:Q80967 rdfs:label ""Outer Hebrides""@en .
","[[""seashell"", ""be"", ""Hard""], [""seashell"", ""be"", ""Layer""], [""seashell"", ""be"", ""Outer Hebrides""], [""seashell"", ""be"", ""outer shell""], [""seashell"", ""be"", ""personal protective equipment""], [""seashell"", ""be"", ""Protective outer case, especially for portable audio device systems""], [""seashell"", ""createBy"", ""animal""], [""seashell"", ""createBy"", ""organism""], [""seashell"", ""know"", ""Simply""], [""seashell"", ""liveIn"", ""Southeast Asia""], [""seashell"", ""make"", ""Cape Libraries Automated Materials Sharing""], [""seashell"", ""make"", ""oyster""], [""seashell"", ""make"", ""Snails""], [""seashell"", ""makeBy"", ""Q25326""], [""seashell"", ""protect"", ""Insides""], [""seashell"", ""protect"", ""software""]]"
Mountain-Hill_01,"A mountain is an elevated portion of the surface of a planet, generally with steep sides that show significant exposed bedrock. Although there are no universally accepted definitions, a mountain is usually considered higher than a hill.","@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix wd: <http://www.wikidata.org/entity/> .
@prefix kg: <https://example.org/wikidata-description/> .

wd:Q8502 rdfs:label ""mountain""@en ;
    kg:accept wd:Q5251610 ;
    kg:be wd:Q122825156 ;
    kg:be wd:Q195284 ;
    kg:be wd:Q2105114 ;
    kg:be wd:Q9344831 ;
    kg:beOf wd:Q37497814 ;
    kg:beOf wd:Q3863 ;
    kg:considerThan wd:Q973239 ;
    kg:expose wd:Q570309 .

wd:Q122825156 rdfs:label ""ELEVATED""@en .
wd:Q195284 rdfs:label ""universally unique identifier""@en .
wd:Q2105114 rdfs:label ""portion""@en .
wd:Q37497814 rdfs:label ""Surface""@en .
wd:Q3863 rdfs:label ""asteroid""@en .
wd:Q5251610 rdfs:label ""Definitions""@en .
wd:Q570309 rdfs:label ""bedrock""@en .
wd:Q9344831 rdfs:label ""Steep""@en .
wd:Q973239 rdfs:label ""Hill""@en .
","[[""mountain"", ""accept"", ""Definitions""], [""mountain"", ""be"", ""ELEVATED""], [""mountain"", ""be"", ""portion""], [""mountain"", ""be"", ""Steep""], [""mountain"", ""be"", ""universally unique identifier""], [""mountain"", ""beOf"", ""asteroid""], [""mountain"", ""beOf"", ""Surface""], [""mountain"", ""considerThan"", ""Hill""], [""mountain"", ""expose"", ""bedrock""]]"
